save_load_file;Tải lại dữ liệu từ bản lưu;Loads the data from the saved game.;;
save_current_file;Lưu tiến trình hiện tại;Saves the current progress in your game.;;
save_delete_all;Xóa tất cả dữ liệu từ file lưu;Deletes all data from this save file.;;
save_invalid;Bản lưu bị lỗi.;This save is for a different game.;;
save_empty;Trống trơn luôn.;Empty;;
save_playtime;Thời gian chơi:;Playtime:;;
save_total;Tổng số lần đã lưu:;Total Saves:;;
save_mess_load;Bạn có muốn tải lại dữ liệu từ file lưu này?;Do you wish to load this save file?;;
save_mess_overwrite;Bạn có muốn lưu đè lên file lưu này?;Do you wish to overwrite this save file?;;
save_mess_delete;Bạn xóa muốn xóa file lưu này?;Do you wish to delete this save file?;;
YEP_MessageCore;;;;
yep_messSpd;Cốt truyện;Message Speed;;
yep_messInst;Ngay lập tức;Instant;;
yep_animation;Hoạt ảnh động;Animated Tiles;;
PKD_Quests;;;;
gathering_mushroom;[Nhận 1 nấm];[Get 1 mushroom];;
mission_complete;[Nhiệm vụ hoàn thành];[Mission Complete];;
pkd_quest_menu;Nhiệm vụ;Quests;;
pkd_task_list;Chưa có nhiệm vụ;No active quests;;
pkd_quest1;Kỹ năng mới;New skill;;
pkd_quest1_task1;Tiêu diệt 5 slime;Defeat 5 slimes;;
pkd_quest1_task2;Quay trở lại Waldron;Back to Waldron;;
pkd_quest1_desc1;Waldron muốn bạn thực tập 1 buổi luyện tập nhẹ nhàng bằng;Waldron wants you to do a light partice by;;
pkd_quest1_desc2;cách tiêu diệt 5 slime;killing 5 slimes;;
pkd_quest_reward;Phần thưởng:;Reward:;;
pkd_quest2;Giải cứu quý cô bí ẩn;Rescue the mysterious lady;;
pkd_quest2_task1;Đi tới khu vực có tiếng kêu cứu;Go to the area where there is a cry for help;;
pkd_quest2_task2;Hạ ngục Werewolf;Deafeat Werewolf;;
pkd_quest2_desc;Có 1 quý cô kêu cứu ? Sao lại không đi cứu cô ấy nhỉ ?;Is there a lady calling for help? Why don't you go save her?;;
kazaro_quest;Yêu cầu của Kazaro;Kazaro's Request;;
kazaro_quest_task_1;Tiêu diệt 15 nhện;Kill 15 Spiders;;
kazaro_quest_task_2;Quay trở lại với Kazaro;Return to Kazaro;;
kazaro_quest_desc;Kazaro yêu cầu bạn tiêu diệt\n15 nhện ở ngoài khu Walnut;Kazaro asks you to kill\n15 spiders outside the Walnut area;;
chopping_wood_quest;Chặt 10 gỗ;Chop 10 wood;;
chopping_wood_quest_task;Thu thập 10 gỗ;Collect 10 wood;;
chopping_wood_quest_desc;1 người dân nhờ bạn giúp đỡ trong việc chặt gỗ;A villager asks you for help chopping wood;;
theri_quest;Cuộc trao đổi;The Exchange;;
theri_quest_task_1;Tới Elm Lane;To Elm Lane;;
theri_quest_task_2;Nói chuyện với Theri;Talk to Theri;;
theri_quest_task_3;Thu thập 20 nấm;Collect 20 mushrooms;;
theri_quest_task_4;Tới Walnut Street;Go to Walnut Street;;
theri_quest_task_5;Tiến vào Tomb Cave;Enter Tomb Cave;;
theri_quest_desc;Tìm Theri tại Elm Lane;Find Theri in Elm Lane;;
hope_to_return_quest;Hy vọng trở về;Hope Returns;;
hope_to_return_quest_task_1;Gặp lại Hisabi;Meet Hisabi Again;;
hope_to_return_quest_task_2;Tiến đến Walnut Street;Advance to Walnut Street;;
hope_to_return_quest_task_3;Tiêu diệt người sói;Defeat the Werewolf;;
hope_to_return_quest_task_4;Tiêu diệt Boss;Defeat the Boss;;
hope_to_return_quest_desc;Đổ bộ cho trận chiến tìm kiếm hy vọng;Begin the Battle for Hope;;
missing_daughter_quest;Con gái mất tích;Missing Daughter;;
missing_daughter_quest_task_1;Manh mối #1;Clue #1;;
missing_daughter_quest_task_2;Manh mối #2;Clue #2;;
missing_daughter_quest_task_3;Manh mối #3;Clue #3;;
missing_daughter_quest_task_4;Trở về;Return;;
missing_daughter_quest_desc;1 người dân làng nhờ bạn giúp\n đỡ tìm kiếm con gái mất tích của cô ấy;A villager asks for your help\n in finding her missing daughter;;
gathering_ingredients_quest;Thu thập nguyên liệu;Gathering Ingredients;;
gathering_ingredients_quest_task_1;Thu thập 10 Poison;Collect 10 Poison;;
gathering_ingredients_quest_task_2;Thu thập 20 Desert Water;Collect 20 Desert Water;;
gathering_ingredients_quest_task_3;Thu thập 5 String;Collect 5 String;;
gathering_ingredients_quest_desc;1 người dân nhờ bạn hỗ trợ tìm kiếm nguyên liệu;A villager has asked you for help finding ingredients;;
thief_quest;Kẻ trộm;Thief;;
thief_quest_task_1;Theo dõi;Follow;;
thief_quest_task_2;Tiêu diệt đối thủ;Defeat the opponent;;
thief_quest_task_3;Trở về Inn;Return to Inn;;
thief_quest_desc;Tôi đang tình nghi về 1 cô gái !\n Hãy giúp tôi theo dõi cô ấy;I have a suspicion about a girl!\n Help me follow her;;
YEP_keyEntry;;;;
yep_key_1;Nhập tên của nhân vật này.;Type in this character's name.;;
yep_key_2;Nhấn \C[6]ENTER\C[0] khi bạn hoàn tất.;Press \C[6]ENTER\C[0] when you're done.;;
yep_key_3;-hoặc là-;-or-;;
yep_key_4;Nhấn \C[6]phím mũi tên\C[0] để chuyển;Press the \C[6]arrow keys\C[0] to switch;;
yep_key_5;để nhập ký tự thủ công.;to manual character entry.;;
yep_key_6;Nhấn \C[6]ESC\C[0] để sử dụng bàn phím.;Press \C[6]ESC\C[0] to use to keyboard.;;
YEP_statsAllocation;;;;
yep_allocate;Nâng cấp;Allocate;;
yep_revert;Hoàn lại;Revert;;
yep_finish;Hoàn thành;Finish;;
yep_warning_1;Bạn có muốn hoàn lại tất cả các điểm đã phân bổ không?;Do you wish to revert all allocated parmeters?;;
yep_warning_2;Tất cả \C[4]Crystal\C[0] và \C[4]Các Items\C[0] sẽ được hoàn lại.;All \C[4]Crystal\C[0] + \C[4]JP\C[0] and \C[4]Items\C[0] will be refunded.;;
yep_hp_up;Tăng sức khỏe tối đa của đơn vị này thêm +10.;Increases the maximum health of this unit by +10.;;
yep_mp_up;Tăng MP tối đa của đơn vị này thêm +5.;Increases the maximum MP of this unit by +5.;;
yep_atk_up;Tăng sức mạnh tấn công vật lý của đơn vị này thêm +1.;Increases the physical attack power of this unit by +1.;;
yep_def_up;Tăng khả năng phòng thủ vật lý của đơn vị này thêm +1.;Increases the physical defense of this unit by +1.;;
yep_matk_up;Tăng sức mạnh tấn công phép thuật của đơn vị này thêm +1.;Increases the magical attack power of this unit by +1.;;
yep_mdef_up;Tăng khả năng phòng thủ phép thuật của đơn vị này thêm +1.;Increases the magical defense of this unit by +1.;;
yep_spd_up;Tăng sự nhanh nhẹn của đơn vị này thêm +1.;Increases the agility of this unit by +1.;;
yep_luck_up;Tăng độ may mắn của đơn vị này thêm +1.;Increases the luck of this unit by +1.;;
yep_phydam_up;Tăng tỷ lệ tấn công vật lý của đơn vị này thêm +0.5%.;Increases the physical hit rate of this unit by +0.5%.;;
yep_phymiss_up;Tăng tỷ lệ né tránh vật lý của đơn vị này thêm +0.5%.;Increases the physical evasion rate of this unit by +0.5%.;;
yep_crit_up;Tăng tỷ lệ đánh chí mạng của đơn vị này thêm +0.5%.;Increases the critical hit rate of this unit by +0.5%.;;
yep_critmiss_up;Tăng tỷ lệ né tránh chí mạng của đơn vị này thêm +0.5%.;Increases the critical evasion rate of this unit by +0.5%.;;
yep_magicmiss_up;Tăng tỷ lệ né tránh ma thuật của đơn vị này thêm +0.5%.;Increases the magic evasion rate of this unit by +0.5%.;;
yep_magicback_up;Tăng tỷ lệ phản xạ ma thuật của đơn vị này thêm +1%.;Increases the magic reflection rate of this unit by +1%.;;
yep_catk_up;Tăng tỷ lệ phản công của đơn vị này thêm +1%.;Increases the counterattack rate of this unit by +1%.;;
yep_hpreg_up;Tăng tốc độ phục hồi HP của đơn vị này thêm +1%.;Increases the HP regeneration rate of this unit by +1%.;;
yep_mpreg_up;Tăng tỷ lệ hồi phục MP của đơn vị này thêm +1%.;Increases the MP regeneration rate of this unit by +1%.;;
yep_tpreg_up;Tăng tỷ lệ tái tạo TP của đơn vị này thêm +1%.;Increases the TP regeneration rate of this unit by +1%.;;
yep_tarrate_up;Tăng tỷ lệ mục tiêu của đơn vị này thêm +1%.;Increases the target rate of this unit by +1%.;;
yep_guard_up;Tăng tỷ lệ hiệu ứng bảo vệ của đơn vị này thêm +5%.;Increases the guard effect rate of this unit by +5%.;;
yep_recover_up;Tăng tỷ lệ hiệu ứng hồi phục của đơn vị này thêm +5%.;Increases the recovery effect rate of this unit by +5%.;;
yep_itemuse_up;Tăng tỷ lệ hiệu quả vật phẩm của đơn vị này thêm +5%.;Increases the item effectiveness rate of this unit by +5%.;;
yep_mpcost_down;Giảm tiêu hao MP cho kỹ năng của đơn vị này -1%.;Decrease the MP cost of skills of this unit by -1%.;;
yep_tpchange_up;Tăng tỷ lệ phí TP của thiết bị này thêm +1%.;Increase the TP charge rate of this unit by +1%.;;
yep_phydam_down;Giảm sát thương vật lý mà đơn vị này nhận được -1%.;Decrease the physical damage received by this unit by -1%.;;
yep_magicdam_down;Giảm sát thương phép thuật mà đơn vị này nhận được -1%.;Decrease the magical damage received by this unit by -1%.;;
yep_flood_down;Giảm sát thương sàn mà đơn vị này nhận được -1%.;Decrease the floord damage received by this unit by -1%.;;
yep_exp_up;Tăng EXP nhận được bởi đơn vị này thêm +1%.;Increase the EXP received by this unit by +1%.;;
YEP_OptionCore;;;;
yep_opt_all;Tất cả;All;;
yep_opt_all_desc;Danh sách tất cả các cài đặt của trò chơi.;A list of all of the game's settings.;;
yep_opt_exit;Thoát;Exit;;
yep_opt_exit_desc;Thoái khỏi cài đặt.;Exit the Options Menu.;;
yep_opt_general;Chung;General;;
yep_opt_general_desc;Cài đặt chung thay đổi cách trò chơi hoạt động.;General settings that alter the way the game behaves.;;
yep_opt_dash;Luôn chạy;Always Dash;;
yep_opt_dash_desc1;Người chơi đi bộ khi TẮT. Người chơi chạy khi BẬT.;Player walks when OFF, Player dashes when ON.;;
yep_opt_dash_desc2;Giữ SHIFT sẽ chuyển đổi giữa đi bộ và chạy.;Holding SHIFT switches between walking and dashing.;;
yep_opt_mess;Tốc độ văn bản;Message Speed;;
yep_opt_mess_desc;Thay đổi tốc độ văn bản được hiển thị trong tin nhắn.;Changes the speed text is displayed during messages.;;
yep_opt_autosave;Tự động lưu;Autosave;;
yep_opt_autosave_desc1;Bật \C[4]Tự động lưu\C[0] cho trò chơi của bạn.;Enables \C[4]Autosaving\C[0] for your game if ON.;;
yep_opt_autosave_desc2;Bạn vẫn có thể lưu trò chơi của mình theo cách thủ công.;You can still manually save your game.;;
yep_opt_audio;Âm thanh;Audio;;
yep_opt_audio_desc;Điều chỉnh cài đặt âm thanh cho trò chơi.;Adjust the audio settings for the game.;;
yep_opt_mastervol;Âm thanh tổng;Master Volume;;
yep_opt_mastervol_desc;Điều chỉnh âm lượng tổng thể của trò chơi.;Adjusts the overall volume of the game.;;
yep_opt_bgm;Âm thanh nền;BGM Volume;;
yep_opt_bgm_desc;Điều chỉnh âm lượng của nhạc nền.;Adjusts the volume of the background music.;;
yep_opt_bgs;Hiệu ứng nền;BGS Volume;;
yep_opt_bgs_desc;Điều chỉnh âm lượng của hiệu ứng âm thanh nền.;Adjusts the volume of the background sound effects.;;
yep_opt_me;Giai điệu;ME Volume;;
yep_opt_me_desc1;Điều chỉnh âm lượng của các hiệu ứng giai điệu;Adjusts the volume of the melody effects;;
yep_opt_me_desc2;chẳng hạn như fanfares.;such as fanfares.;;
yep_opt_se;Hiệu ứng;SE Volume;;
yep_opt_se_desc;Điều chỉnh âm lượng của hiệu ứng âm thanh.;Adjusts the volume of the sound effects.;;
yep_opt_visual;Trực quan;Visual;;
yep_opt_visual_desc;Cài đặt điều chỉnh các thuộc tính hình ảnh của trò chơi.;Settings that adjust the visual properties of the game.;;
yep_opt_red;Đỏ;Red;;
yep_opt_red_desc1;Thay đổi giá trị \C[2]đỏ\C[0] của tông màu cửa sổ.;Changes the window tone's \C[2]red\C[0] value.;;
yep_opt_red_desc2;Giữ SHIFT trong khi nhấn LEFT / RIGHT để điều chỉnh thêm.;Hold SHIFT while pressing LEFT/RIGHT to adjust more.;;
yep_opt_green;Xanh lá;Green;;
yep_opt_green_desc1;Thay đổi giá trị \C[3]xanh lá cây\C[0] của tông màu cửa sổ.;Changes the window tone's \C[3]green\C[0] value.;;
yep_opt_green_desc2;Giữ SHIFT trong khi nhấn LEFT / RIGHT để điều chỉnh thêm.;Hold SHIFT while pressing LEFT/RIGHT to adjust more.;;
yep_opt_blue;Xanh lam;Blue;;
yep_opt_blue_desc1;Thay đổi giá trị \C[1]xanh lam\C[0] của tông màu cửa sổ.;Changes the window tone's \C[1]blue\C[0] value.;;
yep_opt_blue_desc2;Giữ SHIFT trong khi nhấn LEFT / RIGHT để điều chỉnh thêm.;Hold SHIFT while pressing LEFT/RIGHT to adjust more.;;
yep_opt_tiles;Hoạt ảnh;Animated Tiles;;
yep_opt_tiles_desc;BẬT hoặc TẮT các ô hoạt ảnh.;Turns animated tiles ON or OFF.;;
yep_opt_battle;Kỹ năng;Battle Animation Speed;;
yep_opt_battle_desc;Thay đổi tốc độ của hoạt ảnh trong trận chiến.;Changes the speed of battle animations.;;
yep_opt_camera;Chiến đấu;Battle Camera;;
yep_opt_camera_desc1;Nếu BẬT. máy ảnh trong trận chiến sẽ di chuyển xung quanh.;If ON. the camera in battle will move around.;;
yep_opt_camera_desc2;Nếu TẮT. máy ảnh trong trận chiến sẽ bị khóa tại chỗ.;If OFF. the camera in battle will be locked in place.;;
yep_opt_fps_desc1;BẬT cái này nếu màn hình của bạn chạy trên 60 FPS;Turn this ON if your monitor runs above 60 FPS;;
yep_opt_fps_desc2;để đồng bộ hóa trò chơi để chạy ở 60 FPS.;to synchronize the game to run at 60 FPS.;;
yep_opt_language_desc;Chuyển đổi ngôn ngữ của trò chơi.;Switch the language of the game.;;
Story;;;;
get_device;Bạn đang sử dụng máy gì để chơi ?;Which device do you use to play?;;
Begin_EV001;;;;
begin_ev001_text1_1; \N[3] and;After winning the battle against Mundo;Sau khi kết thúc trận chiến chống lại Mundo; \N[3] và
begin_ev001_text1_2;mọi người đã giải cứu thế giới khỏi sự nguy hiểm của;everyone have saved the world from the danger of;;
begin_ev001_text1_3;những viên pha lê.;crystals.;;
begin_ev001_text2_1;Thế giới đã hòa bình với sự lên ngôi của đức vua \N[4];The world is in peace with the enthronement of the king \N[4];;
begin_ev001_text2_2;và hoàng hậu \N[3] và họ cũng sinh ra 1 người con tên;and queen \N[3] and they also gave birth to a son named;;
begin_ev001_text2_3;\N[1].;\N[1].;;
begin_ev001_text3;Cuộc sống sẽ bình yên được trong bao lâu nhỉ ?;How long will life last?;How long will life last?;
Tutorial_EV001_1;;;;
tutorial_ev001_1_1;Bạn có muốn xem qua hướng dẫn không ?;Would you like to go through the tutorial ?;;
tutorial_ev001_1_2;\mn<\N[13]>Chúc bạn may mắn !;\mn<\N[13]>Good luck!;;
tutorial_ev001_pc_1;\mn<\N[13]>Ở đây tôi sẽ hướng dẫn bạn 1 số phím cơ bản;\mn<\N[13]>Here I will teach you some basic keys;;
tutorial_ev001_pc_2;\mn<\N[13]>Đầu tiên là di chuyển sử dụng cái phím \C[17]A,;\mn<\N[13]>The first is to move using the key \C[17]A,;;
tutorial_ev001_pc_3;W, S, D;W, S, D;;
tutorial_ev001_pc_4;\mn<\N[13]>Sử dụng phím \C[17]F\C[0] để nhảy;\mn<\N[13]>Use key \C[17]F\C[0] to jump;;
tutorial_ev001_pc_5;\mn<\N[13]>Sử dụng phím \C[17]Enter\C[0] để tương tác;\mn<\N[13]>Use key \C[17]Enter\C[0] to interact;;
tutorial_ev001_pc_6;\mn<\N[13]>Sử dụng phím \C[17]Back\C[0] để quay lại;\mn<\N[13]>Use key \C[17]Back\C[0] to go back;;
tutorial_ev001_pc_7;\mn<\N[13]>Sử dụng phím \C[17]I\C[0] để mở túi đồ;\mn<\N[13]>Use the \C[17]I\C[0] key to open the inventory;;
tutorial_ev001_pc_8;\mn<\N[13]>Sử dụng phím \C[17]O\C[0] để mở giao diện Skill;\mn<\N[13]>Use the \C[17]O\C[0] key to open the Skill interface;;
tutorial_ev001_pc_9;\mn<\N[13]>Sử dụng phím \C[17]U\C[0] để mở giao diện;\mn<\N[13]>Use key \C[17]U\C[0] to open interface;;
tutorial_ev001_pc_10;Trạng thái;Status;;
tutorial_ev001_pc_11;\mn<\N[13]>Tiếp theo là những phím để sử dụng trong;\mn<\N[13]>Next are the keys to use in;;
tutorial_ev001_pc_12;quá trình chiến đấu.;fighting process.;;
tutorial_ev001_pc_13;\mn<\N[13]>Sử dụng phím \C[17]J\C[0] để tấn công;\mn<\N[13]>Use key \C[17]J\C[0] to attack;;
tutorial_ev001_pc_14;\mn<\N[13]>Sử dụng phím \C[17]K\C[0] để chọn mục tiêu;\mn<\N[13]>Use the \C[17]K\C[0] key to select the target;;
tutorial_ev001_pc_15;\mn<\N[13]>Sử dụng phím \C[17]L\C[0] để đổi vũ khí;\mn<\N[13]>Use key \C[17]L\C[0] to change weapon;;
tutorial_ev001_pc_16;(nếu có);(if any);;
tutorial_ev001_pc_17;\mn<\N[13]>Sử dụng phím \C[17]G\C[0] để đi đến mục;\mn<\N[13]>Use key \C[17]G\C[0] to go to item;;
tutorial_ev001_pc_18;tiêu đã chọn;selected target;;
tutorial_ev001_pc_19;\mn<\N[13]>Sử dụng phím \C[17]H\C[0] để mở danh sách;\mn<\N[13]>Use the \C[17]H\C[0] key to open the list;;
tutorial_ev001_pc_20;nhiệm vụ;mission;;
tutorial_ev001_pc_21;\mn<\N[13]>Vậy là đã xong hướng dẫn cơ bản ! Chúc các;\mn<\N[13]>So the basic tutorial is done! Wish you;;
